"customer_id","total_rfm_score","rfm_category_combination","customer_segment"
"13793",3,"111","CHURNED CUSTOMER"
"13792",7,"322","POTENTIAL CHURNERS"
"13791",7,"223","POTENTIAL CHURNERS"
"13790",8,"422","ACTIVE"
"13789",3,"111","CHURNED CUSTOMER"
"13788",3,"111","CHURNED CUSTOMER"
"13787",9,"333","ACTIVE"
"13786",9,"234","CANNOT BE DEFINED"
"13785",6,"132","CHURNED CUSTOMER"
"13784",12,"444","LOYAL"
"13783",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13782",11,"443","LOYAL"
"13781",7,"232","CANNOT BE DEFINED"
"13780",9,"432","ACTIVE"
"13779",3,"111","CHURNED CUSTOMER"
"13778",8,"233","POTENTIAL CHURNERS"
"13777",12,"444","LOYAL"
"13776",5,"122","CANNOT BE DEFINED"
"13775",5,"113","CANNOT BE DEFINED"
"13774",5,"311","NEW CUSTOMERS"
"13773",4,"121","CHURNED CUSTOMER"
"13772",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13771",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13770",6,"132","CHURNED CUSTOMER"
"13769",12,"444","LOYAL"
"13768",5,"122","CANNOT BE DEFINED"
"13767",12,"444","LOYAL"
"13766",3,"111","CHURNED CUSTOMER"
"13765",5,"122","CANNOT BE DEFINED"
"13764",10,"334","CANNOT BE DEFINED"
"13763",10,"334","CANNOT BE DEFINED"
"13762",9,"234","CANNOT BE DEFINED"
"13761",9,"333","ACTIVE"
"13760",9,"333","ACTIVE"
"13759",7,"322","POTENTIAL CHURNERS"
"13758",12,"444","LOYAL"
"13757",3,"111","CHURNED CUSTOMER"
"13756",12,"444","LOYAL"
"13755",11,"443","LOYAL"
"13754",6,"222","POTENTIAL CHURNERS"
"13753",8,"233","POTENTIAL CHURNERS"
"13752",9,"243","CANNOT BE DEFINED"
"13751",4,"211","CHURNED CUSTOMER"
"13750",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13748",9,"243","CANNOT BE DEFINED"
"13747",5,"221","POTENTIAL CHURNERS"
"13746",3,"111","CHURNED CUSTOMER"
"13745",6,"222","POTENTIAL CHURNERS"
"13744",8,"323","ACTIVE"
"13743",10,"433","LOYAL"
"13742",12,"444","LOYAL"
"13741",7,"322","POTENTIAL CHURNERS"
"13740",8,"233","POTENTIAL CHURNERS"
"13739",7,"421","NEW CUSTOMERS"
"13738",4,"112","CHURNED CUSTOMER"
"13737",4,"211","CHURNED CUSTOMER"
"13736",11,"434","LOYAL"
"13735",12,"444","LOYAL"
"13734",8,"134","SLIPPING AWAY, CANNOT LOSE"
"13733",5,"122","CANNOT BE DEFINED"
"13732",6,"312","CANNOT BE DEFINED"
"13731",6,"222","POTENTIAL CHURNERS"
"13730",6,"222","POTENTIAL CHURNERS"
"13729",5,"122","CANNOT BE DEFINED"
"13728",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13727",10,"343","SLIPPING AWAY, CANNOT LOSE"
"13726",8,"323","ACTIVE"
"13725",10,"343","SLIPPING AWAY, CANNOT LOSE"
"13724",3,"111","CHURNED CUSTOMER"
"13723",8,"233","POTENTIAL CHURNERS"
"13722",10,"244","SLIPPING AWAY, CANNOT LOSE"
"13721",7,"322","POTENTIAL CHURNERS"
"13720",7,"232","CANNOT BE DEFINED"
"13719",12,"444","LOYAL"
"13718",5,"221","POTENTIAL CHURNERS"
"13717",10,"343","SLIPPING AWAY, CANNOT LOSE"
"13716",4,"211","CHURNED CUSTOMER"
"13715",10,"244","SLIPPING AWAY, CANNOT LOSE"
"13714",3,"111","CHURNED CUSTOMER"
"13713",6,"132","CHURNED CUSTOMER"
"13712",6,"222","POTENTIAL CHURNERS"
"13711",9,"243","CANNOT BE DEFINED"
"13710",8,"332","ACTIVE"
"13709",12,"444","LOYAL"
"13708",4,"211","CHURNED CUSTOMER"
"13707",9,"234","CANNOT BE DEFINED"
"13706",6,"222","POTENTIAL CHURNERS"
"13705",10,"433","LOYAL"
"13704",12,"444","LOYAL"
"13703",6,"222","POTENTIAL CHURNERS"
"13702",3,"111","CHURNED CUSTOMER"
"13701",3,"111","CHURNED CUSTOMER"
"13700",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13699",6,"222","POTENTIAL CHURNERS"
"13698",5,"122","CANNOT BE DEFINED"
"13697",5,"311","NEW CUSTOMERS"
"13696",6,"123","CHURNED CUSTOMER"
"13695",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13694",12,"444","LOYAL"
"13693",9,"243","CANNOT BE DEFINED"
"13692",11,"434","LOYAL"
"13691",3,"111","CHURNED CUSTOMER"
"13690",5,"311","NEW CUSTOMERS"
"13689",8,"323","ACTIVE"
"13688",5,"122","CANNOT BE DEFINED"
"13687",6,"114","CHURNED CUSTOMER"
"13686",7,"232","CANNOT BE DEFINED"
"13685",12,"444","LOYAL"
"13684",7,"232","CANNOT BE DEFINED"
"13683",3,"111","CHURNED CUSTOMER"
"13682",4,"211","CHURNED CUSTOMER"
"13681",9,"432","ACTIVE"
"13680",12,"444","LOYAL"
"13679",5,"131","CANNOT BE DEFINED"
"13678",4,"211","CHURNED CUSTOMER"
"13677",5,"122","CANNOT BE DEFINED"
"13676",4,"121","CHURNED CUSTOMER"
"13675",6,"222","POTENTIAL CHURNERS"
"13674",3,"111","CHURNED CUSTOMER"
"13673",8,"422","ACTIVE"
"13672",7,"232","CANNOT BE DEFINED"
"13671",3,"111","CHURNED CUSTOMER"
"13670",7,"322","POTENTIAL CHURNERS"
"13669",7,"322","POTENTIAL CHURNERS"
"13668",12,"444","LOYAL"
"13667",4,"211","CHURNED CUSTOMER"
"13666",7,"331","NEW CUSTOMERS"
"13665",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13663",8,"233","POTENTIAL CHURNERS"
"13662",10,"343","SLIPPING AWAY, CANNOT LOSE"
"13661",3,"111","CHURNED CUSTOMER"
"13660",3,"111","CHURNED CUSTOMER"
"13659",10,"244","SLIPPING AWAY, CANNOT LOSE"
"13658",12,"444","LOYAL"
"13657",8,"422","ACTIVE"
"13656",8,"233","POTENTIAL CHURNERS"
"13655",8,"233","POTENTIAL CHURNERS"
"13654",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13653",3,"111","CHURNED CUSTOMER"
"13652",10,"334","CANNOT BE DEFINED"
"13651",7,"331","NEW CUSTOMERS"
"13650",12,"444","LOYAL"
"13649",8,"233","POTENTIAL CHURNERS"
"13648",8,"143","SLIPPING AWAY, CANNOT LOSE"
"13647",12,"444","LOYAL"
"13646",4,"121","CHURNED CUSTOMER"
"13645",4,"211","CHURNED CUSTOMER"
"13644",11,"434","LOYAL"
"13643",10,"343","SLIPPING AWAY, CANNOT LOSE"
"13642",7,"232","CANNOT BE DEFINED"
"13641",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13640",4,"112","CHURNED CUSTOMER"
"13639",8,"323","ACTIVE"
"13638",6,"411","NEW CUSTOMERS"
"13637",7,"322","POTENTIAL CHURNERS"
"13636",9,"333","ACTIVE"
"13635",10,"334","CANNOT BE DEFINED"
"13634",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13632",12,"444","LOYAL"
"13631",10,"244","SLIPPING AWAY, CANNOT LOSE"
"13630",10,"433","LOYAL"
"13629",12,"444","LOYAL"
"13628",3,"111","CHURNED CUSTOMER"
"13627",9,"333","ACTIVE"
"13626",6,"222","POTENTIAL CHURNERS"
"13625",3,"111","CHURNED CUSTOMER"
"13624",4,"112","CHURNED CUSTOMER"
"13623",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13622",4,"112","CHURNED CUSTOMER"
"13621",4,"211","CHURNED CUSTOMER"
"13620",4,"121","CHURNED CUSTOMER"
"13619",4,"121","CHURNED CUSTOMER"
"13618",4,"211","CHURNED CUSTOMER"
"13617",10,"343","SLIPPING AWAY, CANNOT LOSE"
"13616",4,"121","CHURNED CUSTOMER"
"13615",10,"244","SLIPPING AWAY, CANNOT LOSE"
"13614",11,"434","LOYAL"
"13613",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13612",4,"112","CHURNED CUSTOMER"
"13611",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13610",11,"443","LOYAL"
"13609",3,"111","CHURNED CUSTOMER"
"13608",3,"111","CHURNED CUSTOMER"
"13607",8,"323","ACTIVE"
"13606",7,"331","NEW CUSTOMERS"
"13605",5,"122","CANNOT BE DEFINED"
"13604",4,"112","CHURNED CUSTOMER"
"13603",5,"311","NEW CUSTOMERS"
"13602",9,"333","ACTIVE"
"13601",9,"333","ACTIVE"
"13600",6,"222","POTENTIAL CHURNERS"
"13599",12,"444","LOYAL"
"13598",8,"332","ACTIVE"
"13597",5,"122","CANNOT BE DEFINED"
"13596",8,"422","ACTIVE"
"13595",5,"122","CANNOT BE DEFINED"
"13594",7,"322","POTENTIAL CHURNERS"
"13593",10,"244","SLIPPING AWAY, CANNOT LOSE"
"13592",7,"331","NEW CUSTOMERS"
"13591",10,"343","SLIPPING AWAY, CANNOT LOSE"
"13590",12,"444","LOYAL"
"13589",10,"433","LOYAL"
"13588",12,"444","LOYAL"
"13587",9,"333","ACTIVE"
"13586",3,"111","CHURNED CUSTOMER"
"13585",6,"132","CHURNED CUSTOMER"
"13584",7,"232","CANNOT BE DEFINED"
"13583",7,"223","POTENTIAL CHURNERS"
"13582",4,"121","CHURNED CUSTOMER"
"13581",5,"221","POTENTIAL CHURNERS"
"13580",3,"111","CHURNED CUSTOMER"
"13579",10,"433","LOYAL"
"13578",3,"111","CHURNED CUSTOMER"
"13577",12,"444","LOYAL"
"13576",12,"444","LOYAL"
"13575",9,"432","ACTIVE"
"13574",4,"112","CHURNED CUSTOMER"
"13573",9,"333","ACTIVE"
"13572",6,"213","CANNOT BE DEFINED"
"13571",12,"444","LOYAL"
"13570",4,"211","CHURNED CUSTOMER"
"13569",9,"432","ACTIVE"
"13568",4,"211","CHURNED CUSTOMER"
"13567",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13566",9,"333","ACTIVE"
"13565",8,"422","ACTIVE"
"13564",10,"244","SLIPPING AWAY, CANNOT LOSE"
"13563",7,"322","POTENTIAL CHURNERS"
"13562",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13561",9,"243","CANNOT BE DEFINED"
"13560",6,"411","NEW CUSTOMERS"
"13559",6,"123","CHURNED CUSTOMER"
"13558",9,"432","ACTIVE"
"13557",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13556",4,"121","CHURNED CUSTOMER"
"13555",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13554",9,"243","CANNOT BE DEFINED"
"13553",4,"112","CHURNED CUSTOMER"
"13552",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13551",5,"221","POTENTIAL CHURNERS"
"13550",5,"122","CANNOT BE DEFINED"
"13549",10,"343","SLIPPING AWAY, CANNOT LOSE"
"13548",7,"223","POTENTIAL CHURNERS"
"13547",3,"111","CHURNED CUSTOMER"
"13546",10,"433","LOYAL"
"13545",5,"122","CANNOT BE DEFINED"
"13544",8,"332","ACTIVE"
"13543",6,"123","CHURNED CUSTOMER"
"13542",10,"244","SLIPPING AWAY, CANNOT LOSE"
"13541",5,"122","CANNOT BE DEFINED"
"13540",5,"122","CANNOT BE DEFINED"
"13539",10,"343","SLIPPING AWAY, CANNOT LOSE"
"13538",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13537",5,"122","CANNOT BE DEFINED"
"13536",12,"444","LOYAL"
"13535",3,"111","CHURNED CUSTOMER"
"13534",12,"444","LOYAL"
"13533",6,"231","POTENTIAL CHURNERS"
"13532",5,"311","NEW CUSTOMERS"
"13531",8,"233","POTENTIAL CHURNERS"
"13530",4,"112","CHURNED CUSTOMER"
"13529",6,"321","ACTIVE"
"13527",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13526",6,"123","CHURNED CUSTOMER"
"13525",8,"422","ACTIVE"
"13524",8,"332","ACTIVE"
"13523",10,"334","CANNOT BE DEFINED"
"13522",5,"311","NEW CUSTOMERS"
"13521",9,"423","CANNOT BE DEFINED"
"13520",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13519",6,"321","ACTIVE"
"13518",6,"312","CANNOT BE DEFINED"
"13517",8,"323","ACTIVE"
"13516",10,"433","LOYAL"
"13515",9,"333","ACTIVE"
"13514",8,"332","ACTIVE"
"13513",6,"222","POTENTIAL CHURNERS"
"13512",7,"232","CANNOT BE DEFINED"
"13511",3,"111","CHURNED CUSTOMER"
"13510",12,"444","LOYAL"
"13509",11,"443","LOYAL"
"13508",5,"221","POTENTIAL CHURNERS"
"13507",11,"434","LOYAL"
"13506",8,"233","POTENTIAL CHURNERS"
"13505",10,"334","CANNOT BE DEFINED"
"13504",5,"311","NEW CUSTOMERS"
"13503",9,"333","ACTIVE"
"13502",9,"432","ACTIVE"
"13501",9,"234","CANNOT BE DEFINED"
"13500",10,"433","LOYAL"
"13499",10,"433","LOYAL"
"13498",3,"111","CHURNED CUSTOMER"
"13497",8,"233","POTENTIAL CHURNERS"
"13496",8,"422","ACTIVE"
"13495",12,"444","LOYAL"
"13494",4,"211","CHURNED CUSTOMER"
"13493",6,"222","POTENTIAL CHURNERS"
"13492",8,"233","POTENTIAL CHURNERS"
"13491",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13490",3,"111","CHURNED CUSTOMER"
"13489",7,"232","CANNOT BE DEFINED"
"13488",12,"444","LOYAL"
"13487",8,"332","ACTIVE"
"13486",9,"333","ACTIVE"
"13485",10,"244","SLIPPING AWAY, CANNOT LOSE"
"13484",6,"222","POTENTIAL CHURNERS"
"13483",5,"311","NEW CUSTOMERS"
"13482",5,"221","POTENTIAL CHURNERS"
"13481",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13480",5,"122","CANNOT BE DEFINED"
"13479",7,"232","CANNOT BE DEFINED"
"13478",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13477",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13476",8,"233","POTENTIAL CHURNERS"
"13475",8,"233","POTENTIAL CHURNERS"
"13474",6,"222","POTENTIAL CHURNERS"
"13473",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13472",5,"122","CANNOT BE DEFINED"
"13471",11,"434","LOYAL"
"13470",5,"221","POTENTIAL CHURNERS"
"13469",3,"111","CHURNED CUSTOMER"
"13468",12,"444","LOYAL"
"13467",9,"423","CANNOT BE DEFINED"
"13466",8,"233","POTENTIAL CHURNERS"
"13465",6,"123","CHURNED CUSTOMER"
"13464",10,"334","CANNOT BE DEFINED"
"13462",8,"233","POTENTIAL CHURNERS"
"13461",10,"334","CANNOT BE DEFINED"
"13460",6,"321","ACTIVE"
"13459",6,"123","CHURNED CUSTOMER"
"13458",12,"444","LOYAL"
"13457",4,"121","CHURNED CUSTOMER"
"13456",10,"433","LOYAL"
"13455",11,"434","LOYAL"
"13454",3,"111","CHURNED CUSTOMER"
"13453",6,"222","POTENTIAL CHURNERS"
"13452",6,"222","POTENTIAL CHURNERS"
"13451",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13450",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13449",6,"411","NEW CUSTOMERS"
"13448",12,"444","LOYAL"
"13447",10,"433","LOYAL"
"13446",9,"144","SLIPPING AWAY, CANNOT LOSE"
"13445",3,"111","CHURNED CUSTOMER"
"13444",6,"222","POTENTIAL CHURNERS"
"13443",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13442",5,"122","CANNOT BE DEFINED"
"13441",7,"322","POTENTIAL CHURNERS"
"13440",8,"143","SLIPPING AWAY, CANNOT LOSE"
"13439",7,"223","POTENTIAL CHURNERS"
"13438",3,"111","CHURNED CUSTOMER"
"13437",11,"434","LOYAL"
"13436",6,"411","NEW CUSTOMERS"
"13435",12,"444","LOYAL"
"13434",9,"333","ACTIVE"
"13433",6,"132","CHURNED CUSTOMER"
"13432",5,"122","CANNOT BE DEFINED"
"13431",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13430",8,"422","ACTIVE"
"13429",10,"433","LOYAL"
"13428",9,"432","ACTIVE"
"13427",10,"433","LOYAL"
"13426",12,"444","LOYAL"
"13425",9,"234","CANNOT BE DEFINED"
"13424",4,"112","CHURNED CUSTOMER"
"13423",3,"111","CHURNED CUSTOMER"
"13422",8,"314","CANNOT BE DEFINED"
"13421",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13420",5,"221","POTENTIAL CHURNERS"
"13419",5,"311","NEW CUSTOMERS"
"13418",12,"444","LOYAL"
"13417",10,"433","LOYAL"
"13416",8,"323","ACTIVE"
"13415",6,"132","CHURNED CUSTOMER"
"13414",9,"234","CANNOT BE DEFINED"
"13413",6,"132","CHURNED CUSTOMER"
"13412",4,"112","CHURNED CUSTOMER"
"13411",4,"211","CHURNED CUSTOMER"
"13410",11,"443","LOYAL"
"13408",12,"444","LOYAL"
"13407",6,"123","CHURNED CUSTOMER"
"13406",5,"122","CANNOT BE DEFINED"
"13405",9,"333","ACTIVE"
"13404",7,"421","NEW CUSTOMERS"
"13403",8,"431","CANNOT BE DEFINED"
"13402",8,"233","POTENTIAL CHURNERS"
"13400",3,"111","CHURNED CUSTOMER"
"13399",5,"131","CANNOT BE DEFINED"
"13398",6,"222","POTENTIAL CHURNERS"
"13397",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13396",8,"323","ACTIVE"
"13395",8,"233","POTENTIAL CHURNERS"
"13394",12,"444","LOYAL"
"13393",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13392",3,"111","CHURNED CUSTOMER"
"13391",4,"211","CHURNED CUSTOMER"
"13390",6,"312","CANNOT BE DEFINED"
"13389",8,"422","ACTIVE"
"13388",8,"233","POTENTIAL CHURNERS"
"13387",3,"111","CHURNED CUSTOMER"
"13386",5,"122","CANNOT BE DEFINED"
"13385",5,"212","CHURNED CUSTOMER"
"13384",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13383",3,"111","CHURNED CUSTOMER"
"13382",8,"233","POTENTIAL CHURNERS"
"13381",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13380",3,"111","CHURNED CUSTOMER"
"13379",7,"322","POTENTIAL CHURNERS"
"13377",6,"123","CHURNED CUSTOMER"
"13376",7,"223","POTENTIAL CHURNERS"
"13375",8,"323","ACTIVE"
"13374",5,"122","CANNOT BE DEFINED"
"13373",10,"334","CANNOT BE DEFINED"
"13372",7,"322","POTENTIAL CHURNERS"
"13371",6,"123","CHURNED CUSTOMER"
"13370",6,"213","CANNOT BE DEFINED"
"13369",5,"212","CHURNED CUSTOMER"
"13368",8,"233","POTENTIAL CHURNERS"
"13367",4,"112","CHURNED CUSTOMER"
"13366",5,"311","NEW CUSTOMERS"
"13365",8,"323","ACTIVE"
"13364",5,"311","NEW CUSTOMERS"
"13363",10,"433","LOYAL"
"13362",12,"444","LOYAL"
"13361",6,"123","CHURNED CUSTOMER"
"13360",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13359",8,"323","ACTIVE"
"13358",5,"212","CHURNED CUSTOMER"
"13357",9,"234","CANNOT BE DEFINED"
"13356",6,"312","CANNOT BE DEFINED"
"13355",5,"212","CHURNED CUSTOMER"
"13354",6,"312","CANNOT BE DEFINED"
"13352",6,"312","CANNOT BE DEFINED"
"13351",7,"322","POTENTIAL CHURNERS"
"13350",9,"423","CANNOT BE DEFINED"
"13349",6,"411","NEW CUSTOMERS"
"13348",5,"311","NEW CUSTOMERS"
"13347",5,"311","NEW CUSTOMERS"
"13346",5,"131","CANNOT BE DEFINED"
"13345",5,"212","CHURNED CUSTOMER"
"13344",10,"334","CANNOT BE DEFINED"
"13343",6,"222","POTENTIAL CHURNERS"
"13341",5,"212","CHURNED CUSTOMER"
"13340",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13339",6,"222","POTENTIAL CHURNERS"
"13338",9,"234","CANNOT BE DEFINED"
"13337",5,"113","CANNOT BE DEFINED"
"13336",6,"312","CANNOT BE DEFINED"
"13334",10,"334","CANNOT BE DEFINED"
"13333",6,"123","CHURNED CUSTOMER"
"13332",8,"422","ACTIVE"
"13331",3,"111","CHURNED CUSTOMER"
"13330",10,"334","CANNOT BE DEFINED"
"13329",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13328",6,"213","CANNOT BE DEFINED"
"13327",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13326",3,"111","CHURNED CUSTOMER"
"13325",6,"312","CANNOT BE DEFINED"
"13324",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13323",9,"432","ACTIVE"
"13322",6,"411","NEW CUSTOMERS"
"13321",7,"322","POTENTIAL CHURNERS"
"13320",9,"333","ACTIVE"
"13319",12,"444","LOYAL"
"13318",8,"422","ACTIVE"
"13317",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13316",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13315",3,"111","CHURNED CUSTOMER"
"13314",9,"432","ACTIVE"
"13313",12,"444","LOYAL"
"13312",3,"111","CHURNED CUSTOMER"
"13311",8,"422","ACTIVE"
"13310",9,"333","ACTIVE"
"13309",10,"433","LOYAL"
"13308",10,"433","LOYAL"
"13307",6,"231","POTENTIAL CHURNERS"
"13306",3,"111","CHURNED CUSTOMER"
"13305",12,"444","LOYAL"
"13304",8,"233","POTENTIAL CHURNERS"
"13303",3,"111","CHURNED CUSTOMER"
"13302",5,"221","POTENTIAL CHURNERS"
"13301",7,"232","CANNOT BE DEFINED"
"13300",8,"233","POTENTIAL CHURNERS"
"13299",8,"233","POTENTIAL CHURNERS"
"13298",8,"422","ACTIVE"
"13297",12,"444","LOYAL"
"13296",7,"232","CANNOT BE DEFINED"
"13295",8,"233","POTENTIAL CHURNERS"
"13294",8,"233","POTENTIAL CHURNERS"
"13293",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13292",9,"333","ACTIVE"
"13291",10,"244","SLIPPING AWAY, CANNOT LOSE"
"13290",3,"111","CHURNED CUSTOMER"
"13289",3,"111","CHURNED CUSTOMER"
"13288",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13287",5,"122","CANNOT BE DEFINED"
"13286",4,"112","CHURNED CUSTOMER"
"13285",11,"434","LOYAL"
"13284",4,"211","CHURNED CUSTOMER"
"13283",8,"332","ACTIVE"
"13282",10,"433","LOYAL"
"13281",5,"122","CANNOT BE DEFINED"
"13280",10,"244","SLIPPING AWAY, CANNOT LOSE"
"13279",5,"311","NEW CUSTOMERS"
"13278",9,"333","ACTIVE"
"13277",9,"432","ACTIVE"
"13276",9,"333","ACTIVE"
"13275",4,"121","CHURNED CUSTOMER"
"13274",5,"122","CANNOT BE DEFINED"
"13273",4,"211","CHURNED CUSTOMER"
"13272",6,"321","ACTIVE"
"13271",5,"311","NEW CUSTOMERS"
"13270",6,"213","CANNOT BE DEFINED"
"13269",12,"444","LOYAL"
"13268",12,"444","LOYAL"
"13267",12,"444","LOYAL"
"13266",12,"444","LOYAL"
"13265",9,"333","ACTIVE"
"13264",4,"112","CHURNED CUSTOMER"
"13263",12,"444","LOYAL"
"13262",6,"222","POTENTIAL CHURNERS"
"13261",7,"223","POTENTIAL CHURNERS"
"13260",6,"312","CANNOT BE DEFINED"
"13259",10,"343","SLIPPING AWAY, CANNOT LOSE"
"13258",10,"433","LOYAL"
"13257",3,"111","CHURNED CUSTOMER"
"13256",6,"411","NEW CUSTOMERS"
"13255",9,"423","CANNOT BE DEFINED"
"13254",4,"211","CHURNED CUSTOMER"
"13253",9,"234","CANNOT BE DEFINED"
"13252",5,"122","CANNOT BE DEFINED"
"13251",3,"111","CHURNED CUSTOMER"
"13250",4,"121","CHURNED CUSTOMER"
"13249",10,"343","SLIPPING AWAY, CANNOT LOSE"
"13248",6,"222","POTENTIAL CHURNERS"
"13247",9,"432","ACTIVE"
"13246",12,"444","LOYAL"
"13245",8,"323","ACTIVE"
"13244",5,"311","NEW CUSTOMERS"
"13243",8,"233","POTENTIAL CHURNERS"
"13242",8,"242","CANNOT BE DEFINED"
"13241",3,"111","CHURNED CUSTOMER"
"13240",9,"243","CANNOT BE DEFINED"
"13239",8,"233","POTENTIAL CHURNERS"
"13238",10,"433","LOYAL"
"13237",4,"112","CHURNED CUSTOMER"
"13236",8,"422","ACTIVE"
"13235",6,"213","CANNOT BE DEFINED"
"13234",5,"122","CANNOT BE DEFINED"
"13233",9,"333","ACTIVE"
"13232",11,"443","LOYAL"
"13230",12,"444","LOYAL"
"13229",4,"211","CHURNED CUSTOMER"
"13228",7,"322","POTENTIAL CHURNERS"
"13227",4,"211","CHURNED CUSTOMER"
"13226",5,"221","POTENTIAL CHURNERS"
"13225",12,"444","LOYAL"
"13224",8,"323","ACTIVE"
"13223",8,"233","POTENTIAL CHURNERS"
"13222",3,"111","CHURNED CUSTOMER"
"13221",6,"222","POTENTIAL CHURNERS"
"13220",9,"333","ACTIVE"
"13219",3,"111","CHURNED CUSTOMER"
"13218",4,"211","CHURNED CUSTOMER"
"13217",7,"232","CANNOT BE DEFINED"
"13216",4,"211","CHURNED CUSTOMER"
"13215",3,"111","CHURNED CUSTOMER"
"13214",9,"144","SLIPPING AWAY, CANNOT LOSE"
"13213",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13212",8,"422","ACTIVE"
"13211",12,"444","LOYAL"
"13210",7,"322","POTENTIAL CHURNERS"
"13209",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13208",10,"343","SLIPPING AWAY, CANNOT LOSE"
"13207",9,"432","ACTIVE"
"13206",9,"144","SLIPPING AWAY, CANNOT LOSE"
"13205",6,"114","CHURNED CUSTOMER"
"13204",6,"123","CHURNED CUSTOMER"
"13203",12,"444","LOYAL"
"13202",8,"143","SLIPPING AWAY, CANNOT LOSE"
"13201",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13200",9,"432","ACTIVE"
"13199",12,"444","LOYAL"
"13198",12,"444","LOYAL"
"13197",5,"122","CANNOT BE DEFINED"
"13196",12,"444","LOYAL"
"13195",3,"111","CHURNED CUSTOMER"
"13194",6,"222","POTENTIAL CHURNERS"
"13193",5,"311","NEW CUSTOMERS"
"13192",10,"334","CANNOT BE DEFINED"
"13191",3,"111","CHURNED CUSTOMER"
"13190",5,"122","CANNOT BE DEFINED"
"13189",7,"421","NEW CUSTOMERS"
"13188",6,"411","NEW CUSTOMERS"
"13187",7,"232","CANNOT BE DEFINED"
"13186",9,"333","ACTIVE"
"13185",4,"211","CHURNED CUSTOMER"
"13184",11,"443","LOYAL"
"13183",12,"444","LOYAL"
"13182",5,"311","NEW CUSTOMERS"
"13181",5,"122","CANNOT BE DEFINED"
"13180",3,"111","CHURNED CUSTOMER"
"13179",4,"112","CHURNED CUSTOMER"
"13178",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13177",7,"322","POTENTIAL CHURNERS"
"13176",6,"312","CANNOT BE DEFINED"
"13175",5,"122","CANNOT BE DEFINED"
"13174",12,"444","LOYAL"
"13173",12,"444","LOYAL"
"13172",3,"111","CHURNED CUSTOMER"
"13171",8,"422","ACTIVE"
"13170",5,"311","NEW CUSTOMERS"
"13169",7,"322","POTENTIAL CHURNERS"
"13168",9,"333","ACTIVE"
"13167",10,"433","LOYAL"
"13166",6,"222","POTENTIAL CHURNERS"
"13165",9,"333","ACTIVE"
"13164",5,"122","CANNOT BE DEFINED"
"13163",3,"111","CHURNED CUSTOMER"
"13162",10,"244","SLIPPING AWAY, CANNOT LOSE"
"13161",6,"222","POTENTIAL CHURNERS"
"13160",6,"411","NEW CUSTOMERS"
"13159",10,"433","LOYAL"
"13158",9,"333","ACTIVE"
"13157",11,"344","SLIPPING AWAY, CANNOT LOSE"
"13156",7,"133","SLIPPING AWAY, CANNOT LOSE"
"13155",9,"333","ACTIVE"
